id,measure,position,onset_seconds,onset_milliseconds,event_duration_seconds,event_end_seconds,tempo_bpm,meter,primer_count,sample_length,measure_words,timing_note,primer
153,103,2+1/2-of-4,286.985294,286985,1.724083,288.709377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short45.mp3"", ""note"": ""A5""}, ""magenta"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""orange"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""blue"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""red"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""cyan"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""yellow"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
154,103,3-of-4,287.401961,287402,1.724083,289.126044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short45.mp3"", ""note"": ""A5""}, ""magenta"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""orange"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""blue"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""red"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""cyan"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""yellow"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
155,103,3+1/2-of-4,287.818627,287819,1.724083,289.54271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short45.mp3"", ""note"": ""A5""}, ""magenta"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""orange"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""blue"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""red"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""cyan"": {""sample"": ""primerTones/short34.mp3"", ""note"": ""Bb4""}, ""yellow"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
156,104,1-of-4,289.068627,289069,0.0,289.068627,72.0,4/4,0,SHORT,[],musicxml_tempo_encoded,{}
157,107,1-of-4,299.068627,299069,1.724083,300.79271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short38.mp3"", ""note"": ""D5""}, ""magenta"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""orange"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""red"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""cyan"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""yellow"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""pink"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""purple"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}}"
158,112,1-of-4,314.068627,314069,1.724083,315.79271,72.0,4/4,9,SHORT,"[""subito""]",musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short46.mp3"", ""note"": ""Bb5""}, ""magenta"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""orange"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""blue"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""red"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""cyan"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}, ""purple"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}}"
159,115,3-of-4,325.735294,325735,1.724083,327.459377,72.0,4/4,9,SHORT,"[""rea"", ""rticulate freely in aleatoric style""]",measure_contains_aleatoric_instruction,"{""green"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""magenta"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""orange"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}, ""pink"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}, ""purple"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}}"
160,116,2-of-4,328.235294,328235,1.724083,329.959377,72.0,4/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""magenta"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""orange"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""blue"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""red"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""pink"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}, ""purple"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}}"
161,116,3-of-4,329.068628,329069,1.724083,330.792711,72.0,4/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""magenta"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""orange"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short15.mp3"", ""note"": ""Eb3""}, ""pink"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}, ""purple"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}}"
162,117,3-of-3,332.401961,332402,1.724083,334.126044,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""magenta"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""orange"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}, ""pink"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}, ""purple"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}}"
163,118,2-of-4,334.068627,334069,1.724083,335.79271,72.0,4/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""magenta"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""orange"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""blue"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""red"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""pink"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}, ""purple"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}}"
164,119,2-of-3,337.40196,337402,1.724083,339.126043,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""magenta"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""orange"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short15.mp3"", ""note"": ""Eb3""}, ""pink"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}, ""purple"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}}"
165,120,2-of-3,339.90196,339902,1.724083,341.626043,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""magenta"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""orange"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}, ""pink"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}, ""purple"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}}"
166,120,3-of-3,340.735294,340735,1.724083,342.459377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""magenta"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""orange"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""blue"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""red"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""pink"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}, ""purple"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}}"
167,121,1-of-3,341.568627,341569,1.724083,343.29271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""magenta"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""orange"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short15.mp3"", ""note"": ""Eb3""}, ""pink"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}, ""purple"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}}"
168,122,1-of-3,344.068627,344069,1.724083,345.79271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""magenta"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""orange"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short17.mp3"", ""note"": ""F3""}, ""pink"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}, ""purple"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""Bb2""}}"
169,122,3-of-3,345.735294,345735,1.724083,347.459377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""magenta"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""orange"": {""sample"": ""primerTones/short27.mp3"", ""note"": ""Eb4""}, ""blue"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""red"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""pink"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}, ""purple"": {""sample"": ""primerTones/short12.mp3"", ""note"": ""C3""}}"
170,124,1-of-3,349.068627,349069,1.724083,350.79271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""magenta"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""orange"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short15.mp3"", ""note"": ""Eb3""}, ""pink"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}, ""purple"": {""sample"": ""primerTones/short8.mp3"", ""note"": ""Ab2""}}"
171,124,3-of-3,350.735294,350735,1.724083,352.459377,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""red"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""cyan"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""yellow"": {""sample"": ""primerTones/short14.mp3"", ""note"": ""D3""}, ""pink"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}, ""purple"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}}"
172,125,1+1/2-of-3,351.985294,351985,1.724083,353.709377,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""pink"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}, ""purple"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}}"
173,126,1-of-3,354.068627,354069,1.724083,355.79271,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""red"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""cyan"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""Db3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
174,127,1-of-3,356.568627,356569,1.724083,358.29271,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""red"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""cyan"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""yellow"": {""sample"": ""primerTones/short14.mp3"", ""note"": ""D3""}, ""pink"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}, ""purple"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}}"
175,127,1+1/2-of-3,356.985294,356985,1.724083,358.709377,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""pink"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}, ""purple"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}}"
176,127,3-of-3,358.235294,358235,1.724083,359.959377,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""red"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""cyan"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""Db3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
177,128,2-of-3,359.90196,359902,1.724083,361.626043,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""red"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""cyan"": {""sample"": ""primerTones/short23.mp3"", ""note"": ""B3""}, ""yellow"": {""sample"": ""primerTones/short14.mp3"", ""note"": ""D3""}, ""pink"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}, ""purple"": {""sample"": ""primerTones/short7.mp3"", ""note"": ""G2""}}"
178,129,2-of-3,362.40196,362402,1.724083,364.126043,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""red"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""cyan"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""yellow"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""pink"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}, ""purple"": {""sample"": ""primerTones/short9.mp3"", ""note"": ""A2""}}"
179,129,3-of-3,363.235294,363235,1.724083,364.959377,72.0,3/4,6,SHORT,[],post_aleatoric_section_human_validate,"{""blue"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""red"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""cyan"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""Db3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
180,130,2+1/2-of-3,365.318627,365319,1.724083,367.04271,72.0,3/4,9,SHORT,"[""rea"", ""rticulate freely in aleatoric style""]",measure_contains_aleatoric_instruction,"{""green"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""magenta"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""orange"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""blue"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""red"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""cyan"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""yellow"": {""sample"": ""primerTones/short11.mp3"", ""note"": ""B2""}, ""pink"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}, ""purple"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}}"
181,131,1+1/2-of-3,366.985294,366985,1.724083,368.709377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""magenta"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""orange"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""C#3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
182,132,1+1/2-of-3,369.485294,369485,1.724083,371.209377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""magenta"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""orange"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""blue"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""red"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""cyan"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""yellow"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""A#2""}, ""pink"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}, ""purple"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}}"
183,132,2+1/2-of-3,370.318627,370319,1.724083,372.04271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""magenta"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""orange"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""blue"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""red"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""cyan"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""yellow"": {""sample"": ""primerTones/short11.mp3"", ""note"": ""B2""}, ""pink"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}, ""purple"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}}"
184,133,2+1/2-of-3,372.818627,372819,1.724083,374.54271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""magenta"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""orange"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""C#3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
185,134,3+1/2-of-3,376.15196,376152,1.724083,377.876043,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""magenta"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""orange"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""blue"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""red"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""cyan"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""yellow"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""A#2""}, ""pink"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}, ""purple"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}}"
186,135,1+1/2-of-3,376.985294,376985,1.724083,378.709377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""magenta"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""orange"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""blue"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""red"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""cyan"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""Ab3""}, ""yellow"": {""sample"": ""primerTones/short11.mp3"", ""note"": ""B2""}, ""pink"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}, ""purple"": {""sample"": ""primerTones/short4.mp3"", ""note"": ""E2""}}"
187,135,3-of-3,378.235294,378235,1.724083,379.959377,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""magenta"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""orange"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""blue"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short13.mp3"", ""note"": ""C#3""}, ""pink"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}, ""purple"": {""sample"": ""primerTones/short6.mp3"", ""note"": ""F#2""}}"
188,137,2+1/2-of-3,382.818627,382819,1.724083,384.54271,72.0,3/4,9,SHORT,[],post_aleatoric_section_human_validate,"{""green"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""magenta"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""orange"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""blue"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""red"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""cyan"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""yellow"": {""sample"": ""primerTones/short10.mp3"", ""note"": ""A#2""}, ""pink"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}, ""purple"": {""sample"": ""primerTones/short3.mp3"", ""note"": ""D#2""}}"
